review,sentiment
"This movie really deserves the MST3K treatment. A pseudo-ancient fantasy hack-n-slash tale featuring twin barbarian brothers with a collective IQ of hot water, character names that seem to have been derived from a Mad Libs book, and such classic lines as ""Hold her down and uncover her belly!"", The Barbarians crosses over into the ""so bad, it's good"" territory.",negative
"I thoroughly enjoyed Gabrielle Burton's story of a mysterious gift and how it effects it recipients in the past and present. The talented Burton family of five film-making sisters, an author mother, and dancing dad offer a charming plot, respectfully edited for clarity , memorably chosen songs, and a beautifully filmed piece that made me laugh and cry as the characters' vulnerablility invited me into their predicamant. There was a farce-like attitude about this work with touching undertones of innocent wonder. Fanatastic",positive
James Franco is totally cool in this movie. Not just handsome and charismatic but genuinely open and vulnerable in a sincere kind of way. At the Tristan screening some folks were on his back for being pouty and sullen and doing the whole James Dean thing but I don't think this true. Blind Spot is proof positive of his tremendous talent. In this film he carries himself with a different sort of weight entirely. It's a unique performance. Bittersweet and really moving. The lines from his journal cut you like a knife. You sense a sharp intelligence of observation behind his words. The tone is everything. He carries it through the action and suspense as well as the grim bits of gallows humor. I like the other two actors a great deal too. The blonde girl is totally gorgeous and the man is hysterical in his twisted tough guy stoicism. Some of the thugs seemed a little sketchy but this is a mini-point really. The film is totally solid and Franco is way cool all around.,positive
"I have 2 words for you. Sean Bean. He is the only worthwhile presence in this film. But even so, don't see this movie. Even though he is good as the main villain, you don't want to waste your time. <br /><br />I didn't care about the characters (except the little boy) and in fact, I didn't really care if the star crossed lovers ended up together or died. The movie did not make me care or BELIEVE that these people cared about each other at all. I have read a lot of ""classic"" novels after seeing the movies and this movie made me not even want to read the book. The story seems so boring. But I may go ahead and read it to try to redeem the story in my head. <br /><br />Stay away from Lorna Doone. The actress who played Lorna was also in Sense and Sensibility and she was much better in that. Watch Sharpe, Horatio Hornblower, A & E has great movies of novels like Pride and Prejudice. Or miniseries like the Forsyte Saga. Check them out, don't bother with Lorna Doone.",negative
"... Said the continuity announcer as TACTICAL ASSAULT was about to be broadcast . After seeing the first two minutes I started thinking Rutger might want to get a new agent . After seeing the next ten minutes I started thinking Rutger might want to retire thereby saving a potential audience from any more of his performances <br /><br />Yup this is a truly terrible movie . I wasn't expecting much and why should I if the name Rutget Hauer appeared in the credits , but within seconds of the opening title credits that featured NATO warplanes with USSR markings bombing Bosnia I realised I was going to be force fed inedible turkey three months after Christmas .<br /><br />The attention to detail is non existent . NATO planes carry USSR markings then were told Hauer's character spent six years in an Iraqi prison which would make the setting 1997 . What NATO were bombing the Serbs in 1997 ! I guess the producers didn't think the audience would have noticed this ridiculous inaccuracy but I know I did . The producers also probably hoped the audience wouldn't notice the lack of continuity such as dogfights with Iraqi jets that suddenly turned from Migs to F-4 Phantoms then back again but I did . Even stranger characters would take off in F-16s then when they arrive back at base there jet has changed into a Soviet built Mig <br /><br />Oh and if you're expecting a dumb action movie you're only half right because it's dumb but most of the plot centres around a BASIC INSTINCT revenge plot . I'll give the producers some credit ( Maybe credit is too strong a word ) because after seeing plots featuring nannies from hell , policemen from hell , flat mates from hell we now have a fighter pilot from hell which means every single occupation of the 20th century has featured in a from hell type plot with perhaps TATICAL ASSUALT being the worst movie of the lot",negative
"I am a big fan of Arnold Vosloo. Finally seeing him as the star of a recent movie, not just a bit part, made me happy.<br /><br />Unfortunately I took film appreciation in college and the only thing I can say that I didn't like was that the film was made in an abandoned part of town and there was no background traffic or lookie loos.<br /><br />I have to say that the acting leaves something to be desired, but Arnold is an excellent actor, I have to chalk it up to lousy direction and the supporting cast leaves something to be desired.<br /><br />I love Arnold Vosloo, and he made the film viewable. Otherwise, I would have written it off as another lousy film.<br /><br />I found the rape scene brutal and unnecessary, but the actors that got away at the end were pretty good. But the sound effects of the shoot-out were pretty bad. There are some glitches in the film (continuity) but they are overlookable considering the low-caliber of the film.<br /><br />All in all I enjoyed the film, because Arnold Vosloo was in it.<br /><br />Jackie",negative
"I remember watching this series avidly, every Saturday evening. It was the highlight of the week. I loved everything about it, the location, the costumes, the actors and the wonderful music by Clannad (I still have their Legend album). I loved the way they solved the problem of Michael Praed leaving by creating another Robin, this time the Earl of Huntingdon. I believe there were legends of several Robins in medieval times. Another thing I loved was the fact that it was filled with young actors, I'm sure Robin and his men would have young, after all people didn't live that long in those days. Other Robins always look too old (Kevin Costner with his ridiculous accent looked like Robin's granddad). The only sad thing was the ending, it's a shame they couldn't at least have done a one off special to tie up all the loose ends and give it a happier ending.",positive
"Christopher Guest need not worry, his supreme hold on the Mockumentary sub-genre is not in trouble of being upstaged in the least especially not by this extremely unfunny jab at RPG-gamers. The jokes are beyond lame. Not enough substance to last the typical length of a (particularly rancid) SNL skit, much less the 87 atrocious minutes I waisted watching this drivel. The great William Katt (Greatest American Hero, House) deserves much MUCH better. One thing and one thing alone makes the fact that I saw this worth it in my mind and that's posting about it on here so hopefully just hopefully I'll save someone such a bad experience.<br /><br />My Grade: D- <br /><br />DVD Extras: 2 Audio commentaries; 7 interviews with various cast members; 4 deleted scenes; & theatrical trailer <br /><br />DVD-Rom extras: 2 Wallpapers <br /><br />Easter egg: Highlight the eye in the picture on the main menu for a short scene",negative
"Right away, this film was ridiculous. Not that it didn't have redeeming aspects For example, the best thing about this film was the beautiful background scenery. Anyone not living on the East Coast should know the South doesn't have beautiful mountains like those found in the West. I knew it was Utah right off the bat, but perhaps Dalton couldn't suppress his English accent, so they had to excuse it by saying this was a southern town. Subverting his accent into a Southern one was easier. Sure the film has plot twists, but its phony sense of place was something I couldn't get past. It's not like Utah doesn't have meth labs... so why the writers thought it necessary to pretend it was in the South is beyond me. <br /><br />One other thing in action pictures always puzzles me. Why do they always make the ""cocking"" sound effect when the character pulls out an automatic handgun? It seemed every other sound effect in this movie was a ""chuk-chich"" signifying a 9mm was loaded and ready to fire. Of course, the weapons already had rounds chambered so this was unnecessary. <br /><br />Lastly, the pyrotechnics were WAY over the top. But hey, this film was targeted to a certain 'market segment' I suppose... It's too bad. Each of the actors can act, but this film was lame.",negative
"A good example of the differences between American and foreign cinema can be seen in a film I recently watched on television: Indecent Proposal.<br /><br />Indecent Proposal's two protagonists, David and Diane Murphy are played Woody Harrelson and Demi Moore. I'm not sure if it was their total lack of chemistry or that they were not acting well, but why we should care so much whether these two stay together was beyond me. Love, affection, playfulness, attraction  none of these materialized on screen in their interactions together.<br /><br />Since I knew that eventually Robert Redford would show up, it was clear from the beginning that the good part, the meat of the movie, would be the scenes between him and Demi Moore. Poor Woody Harrelson just could not muster any emotion at all for the film. He seemed to be holding back, preoccupied with his receding hairline.<br /><br />OK, so fast forward. What idiots these two (Diane and David) are for thinking they can win back the $50,000 they owe by gambling. No acting faux pas there, just hideously bad, lazy, unforgivable writing. Of course they lose all their money. Surprised? I know I wasn't. Enter Robert Redford (John Gage in the film)  a romantic, perhaps emotionally frigid man, an updated Gatsby. A very good role and though not a great, great actor, next to those two, Redford looks like Olivier. He immediately falls in love and lust with Diane and we the viewers for once FEEL it. This is how to love a woman! Not David's way, trading gum mouth to mouth with Diane on a slimy pier. (Did I see that right?) As Gage, Redford wears a suit and tie in every scene. Yes it's meant to instruct the seemingly brain dead audience that here is a Rich Man, but he also looks damn good and by this point the brain dead audience appreciates it! Other wardrobe symbolism includes David's now-ironed shirts at the end of the film, signifying resolve, getting it together after a long interlude of forlorn wrinkled shirt wearing.<br /><br />And what is it with California garden parties as depicted in Hollywood movies? Suddenly everyone appears British, complete with lacy dresses, three piece suits for the men, hats (HATS!) and of course the parasol. Yes Diane, her transformation to Rich Man's fiancée now complete, is there at the auction daintily twirling a parasol. Though she insisted that she couldn't be bought, she succumbed at last to the sexual tension. Here is where the film branches off into pure Americana. I mean, of course David and Diane will end up together, my question is: WHY? Diane was bored with David, why not let her ride the Robert Redford wave? And I mean for a good long while? How can she pull herself out of the sexual-romantic thrall of this sexy older man so easily just because Woody Harrelson brings his receding hairline to the garden party, sits himself down and looks Demi Moore in the eyes. That's just not how it goes. He was so WEAK.<br /><br />But we must have our happy ending. We have to swallow the Moral Lesson. We're not sophisticated enough yet to have it otherwise. Director Lyn tried to make a Fatal Attraction for the juvie set, the young'uns.<br /><br />In addition to garden parties in which there's nary an SUV, tee shirt, or baseball cap in sight, such films also feature a reliable public transportation system that connects far-flung California cities and municipalities. How else to symbolize the return to middle class or working class life?",negative
"The film begins with a dandy gunfight, where three bandits are quickly gunned down by a bounty hunter--a bounty hunter who bears more than just a superficial to the Man With No Name from the Clint Eastwood trilogy (FISTFUL OF DOLLARS, FOR A FEW DOLLARS MORE and THE GOOD THE BAD AND THE UGLY).<br /><br />Immediately after, you see this man in a gold train filled with Union soldiers. Naturally, the shipment is attacked and the soldiers all fight like blind guys, so they are quickly neutralized. However, in a twist, one of the bandits cheats the gang leader (Gilbert Roland) and rides away with the gold. Soon, Roland catches up and is about to find out where the gold is hidden. But, just at that moment, the army turns up and kills the traitor....bummer. However, the Man With No Name wannabe thinks Roland knows about the treasure and perhaps a medallion given to Roland by the traitor holds the key. A strange banker, also is thrown into the mix. All three want the gold and all three seem pretty macho.<br /><br />Overall, this is not a particularly distinguished Western. Much of it is the plot, some of it is that George Hilton (a Uruguayan despite the American sounding name) isn't as interesting as Eastwood or some of the other premier Spaghetti Western stars but most of it is because the soundtrack simply sucks. So often the music doesn't even come close to matching the acting and it seems almost randomly added. Plus, it just isn't very good stuff as well. This clearly isn't the work of Ennio Morricone--music master of the Spaghetti genre.<br /><br />Overall, just a time passer--and not a particularly good one to boot.",negative
"This movie has one or two slightly interesting gags but they are NOT worth the wait. After an unexplained argument between two guys picking up litter in a drive-in movie theatre we cut to a family leaving! Hollywood and driving driving driving driving their camper van across the screen again and again as inane dialogue is voiced over. At least I think it's inane, the terrible song that accompanies this montage is mixed so loud it renders the dialogue at times almost inaudible. <br /><br />Finally the camper van arrives, at night, at a gas station where the family get out, have another inane conversation, before driving off. The camera then pans across to reveal the actor we have just seen drive away. He talks straight to camera and we realise he is the director of the movie we are watching which is about him, and how he came to make the movie.<br /><br />A nice idea which ALMOST (but not quite) makes the previous sequences worth the pain.<br /><br />As the movie unfolds he encounters the two characters we met picking litter at the start of the movie and they all form a motion picture company.<br /><br />All sorts of not very funny and clumsy comedy ensues as they put together a crew and attempt to raise the cash needed to start filming.<br /><br />This movie was obviously put together on a shoe string and a promise and there is a nice little idea in here struggling to get out but the execution is so inept that the idea gets lost. Comedy is more than things just falling over and everyone talking (or shouting) at once. So much of the dialogue here is shouted by several actors simultaneously - Robert Altman can do this sort of thing well because he has a script, rehearsals, decent sound techies, and editing facilities. Everyone shouting at the one mike which, by the sound of it, was hidden in a dustbin in the next room, does not make for clarity.",negative
"I LOVE this movie....one of my all-time favorites!!! This was the first big screen movie my mom took me to see when I was 9. I highly recommend it to every african-american. This story is about love, trust, challenges, and everyday life of a black family. All the actors worked well together. I wish it was on video, but as of yet, it is not available that I know of. I caught it on television a few years ago, and recorded it, so whenever I get the urge to watch it...I have it! The soundtrack is awesome too! A must-see!",positive
"This often maligned movie is a must for fans of Blake Edwards, Julie Andrews, Henry Mancini, or Hollywood musicals. Other writers have commented on the shifts in tone, the confusion of plot, etc., but the film has many things to recommend it. The score is one of Henry Mancini's best (and he has written many wonderful ones), several songs are sung to perfection by Andrews, Julie's performance is nuanced and she is decked out in some beautiful clothes, (she is at her absolutely loveliest here), the on-location shots are breath-taking, and there are some funny Inspector Clouseau-type sight gags to boot. Rock Hudson basically phoned in his performance, but he is passably good. A real curiosity item in that it was the last major film Julie did for about 10 years and, in many ways, is a precursor to Victor/Victoria. It is lovely to look at and listen to. When will it be available on DVD??? When it is, I for one would like both versions--the longer and shorter, director's cut. Since it was lampooned in S.O.B., they would make a great two-pack!",positive
"Many of the criticisms on this thread seem to pick a comparison of this film with ""The Mortal Storm"" or ""Casablanca"". Everyone is entitled to compare films they choose, but the similarities of ""The Mortal Storm"" and ""Watch On The Rhine"" are clearly the problems of refugees threatened by the Nazi juggernaut, while the main comparative point brought out with ""Casablanca"" is the seeming unjust treatment of Humphrey Bogart in 1943 by the Academy of Motion Picture Arts and Science, because they chose Paul Lukas instead for the Best Actor Oscar. It does not strike me as totally wrong. Lukas had a good career in film (both here and in England - he is the villain in ""The Lady Vanishes""), and this performance was his best one. Bogart had more great performances in him than Rick Blaine (for instance, he was ignored for Sam Spade in ""The Maltese Falcon"" and Roy Earle in ""High Sierra"" two years earlier, both of which were first rate performances, and he would not get an Oscar for his greatest performances as Fred C. Dobbs in ""The Treasure Of Sierra Madres"", the writer/murder suspect in ""In A Lonely Place"", and Captain Philip Francis Queeg in ""The Caine Mutiny"" afterward - he got it for Charley in ""The African Queen""). I think that Bogie should have got it for the role of Dobbs, but it did not happen. But Lukas was lucky - he got it on the defining performance of his lesser career. Few can claim that.<br /><br />To me the film to look at with ""Watch On The Rhine"" is based on another play/script by Hellman, ""The Searching Wind"". They both look at America's spirit of isolationism in the 1920s and 1930s. ""The Searching Wind"" is really looking at the whole inter-war period, while ""Watch On The Rhine"", set in the years just proceeding our entry into World War II, deals with a few weeks of time. Therefore it is better constructed as a play, and more meaningful for it's impact. <br /><br />The film has many good performances, led by Lukas as the exhausted but determined anti-Nazi fighter/courier, Davis as his loyal wife (wisely keeping her character as low keyed as possible due to Lukas being the center of the play's activities), Coulouris as the selfish, conniving, but ultimately foolish and ineffective Teck, Lucille Watson as the mother of Davis and Geraldine Fitzgerald (as Coulouris' wiser and sadder and fed up wife), and Kurt Katch, who delivers a devastating critique (as the local embassy's Gestapo chief) about Coulouris and others who would deal with the Nazis. It has dialog with bite in it. And what it says is quite true. It also has moments of near poetry. Witness the scene, towards the end, when Coulouris is left alone with Lukas and Davis, and says, ""The New World has left the scene to the Old World"". Hellman could write very well at times.<br /><br />Given the strength of the film script and performances I would rate this film highly among World War II films.",positive
"Back in 1994, I had a really lengthy vacation around the Fourth of July - something like 17 days off in a row what with two weeks paid vacation, weekends and the holiday itself. I stayed in town during that time, hanging out at my parents' house a lot.<br /><br />I didn't have a TV in my apartment so I used to watch my parents' tube. I had just finished watching a segment of the X Files when a program came on called Personal FX. I was hooked instantly. I had always been fascinated with items in our home that had come from my parents' family homes and through inheritances from relatives' estates, and often wondered about their history, value, etc.<br /><br />After my long vacation, I used to go to my folks' house on my lunch-hours just to catch Personal FX.<br /><br />I can remember one episode during which co-host Claire Carter announced that the New York apartment in which the series was filmed was being renovated and that once said renovations were complete that Personl FX would return to the air.<br /><br />It never did! Personal FX was the first -and best - of the collectible shows. And it vanished from the air! Almost fifteen years later, I'm still sore.<br /><br />Way to go, FX.",positive
"I never had an inkling while watching the movie that it was meant for the idiot box. I always thought that this was some very good successful movie of the late 90's. But after I saw on the internet that this was meant for the TV, I was shocked because for a television film, it is absolutely fantastic!<br /><br />The thing that mostly concerned me was the length. I felt that the one on one battle scene should've been removed as it was completely unnecessary. Also, it began to drag towards the end as it seemed as if the adventure was never going to end. <br /><br />On the plus side, there is a strong, very interesting and captivating plot with magnificent performances by everyone. I just felt that Patrik Frayze looked a bit haggard. I also felt that Gogool, who looked dementing turned a bit stupid at some scenes.<br /><br />I was delighted by the beautiful landscapes of Africa. Also, the first half of the movie would have made me give this movie a 9. Still, its a great film for the television. 8 out of 10.",positive
"I cant believe some people actually like this. Yet still call themselves Batman fans. Even going as far as to say it's better than BTAS. Which it's not. It should be plagiarism for them to use Batman's name for this piece of crap. It's not Batman.<br /><br />The whole premise of the show is ''if you cant defeat someone get a bigger weapon to help you'' Batman isn't all about weapons. He uses his batarang and grappling hook and Batmobile, thats it. He doesn't come up with some new ingenious tech every time he cant beat someone. I don't know where the hell they got the idea for a Batbot. or whatever. They have ruined all the villains. Mr. Freeze has gone from a sympathetic scientist to a petty criminal who fell in some cryofreezing thing. Catwoman is now a 40 or 50 year old woman with a dumb costume. Penguin is now a ninja with a 50 ft. tall top hat. The Ventriloquist is now called Scarface making the Dummy the whole centerpiece for the character. They even got a dumb idea to make him a giant! wtf? and the two worst character changes are that of The Joker and Riddler. they have changed Riddler to a Gothic/retro teenage freak. and The Joker to an acrobat with dreads. He looks like a bob Marley wannabe. they have completely and utterly ruined batman even moreso than B&R did! i wish i could meet the creators and or writers and animators of this show so i could whack them in the head with a metal baseball bat.",negative
"I know I've already added a comment but I just wanted to clarify something...<br /><br />I'm not some old fogey from the Baby Boom generation that grew up glued to a flickering b/w picture of Phil Silvers, Jackie Gleason etc.<br /><br />Bilko was already 20 years old before I was born but I had the pleasure of discovering Phil Silver's Bilko courtesy of BBC2. I wonder if I would have enjoyed Steve Martin's travesty if I hadn't seen or heard of Phil Silvers - I don't know - maybe I would have.<br /><br />Some of the other reviewers who think this movie is worthy of a '10' admit that they haven't seen the original. I can only urge you to spend 21 minutes of your life watching a single episode. If after watching the original Ernie, Colonel Hall, Ritzig & Emma, Duane Doberman, Henshaw, Dino, Flashman, Zimmerman, Mullin et al you still think that Steve Martin's film is woth anything above a '2' - I'll stand you a pint....",negative
The Wind and the Lion is well written and superbly acted. It is a tale that exemplifies the American spirit and the American character. This movie is a story from the early 20th century that is strangely relevant to the political landscape of the world in the beginning of the 21st century. It is a true classic.,positive
"The first part of Grease with John Travolta and Olivia Newton John is one of the best movie for teens, This one is a very bad copy. The change is only in the sex. In the first one the good one was Sandy, here it's Michael. I prefer to watch the first Grease.",negative
"This God forsaken film is about three dumb millionaires who gather a bunch of people to play a deadly game, and the winner gets a million dollars. First of all, the acting is terrible, and the movie makes absolutely no sense at all. It is not scary in the least bit, it is so stupid that it made me laugh, which is why it earned that 1 star.The movie is not violent at all, but is pretty sleazy and focuses mostly on the women's breasts the whole time, and some of the characters are very annoying and whiny. Plus, the monsters in this movie are so cheesy and fake and not scary that it just makes you want to throw something at the screen. Last, but not least the ending is terrible. I don't want to give it away, in case you actually are strange enough to see this piece of junk. AVOID AT ALL COSTS!!!!!<br /><br />Not Rated (But should be R) for Nudity, Profanity, and Mild Gore.",negative
"Mary Tyler Moore and Valerie Harper still can turn the world on with their smiles. The combined talent of these two wonderful stars make this combination reunion/newstart movie work. Watch it and look forward to hitting sixty! Mary defies the youth oriented society with wit and charm. A touch of drama adds 2000 realism. A TV series follow up would broaden the new characters and give us a chance to occaisionally see Lou Grant, Phyllis, Sue Ann, Murray, and Georgette!",positive
"I don't have much to add to what has been said before, but it's very much a film of it's time, and the first (and likely only) time that the studio hung the film totally on the Dead End Kids.<br /><br />The Warner's gave the boys plenty of help, from director Ray Enright and an 'A' budget, to an almost magical cast of supporting actors. At every turn, we get one of those gem performances from real pros. They are too many to list, but it seems like just about everybody on the Warner's lot (Sans the very biggest stars) walk through this picture. (See if you can spot John Ridgely)<br /><br />The only over the top performance is from the always reliable Eduardo Cianelli as a mob boss with a messianistic complex. He plays this character almost exactly like that of the Thuggie leader in ""Gunga Din"". He's something to watch! And Marjorie Main is excellent and gets her best role since ""Dead End"".<br /><br />My bid for this one is a second feature on a double bill with something like ""City for Conquest"".<br /><br />Hooray for Warners!",positive
"Heather Graham couldn't play a convincing lesbian if her life depended on it. Who do the producers of the movie think they are? the ABSOLUTE WORST, most UNREALISTIC movie i've seen in as long as i can remember. This movie is so bad that i felt compelled to sign-up on IMDb and make sure the rating of this ""film"" drops.<br /><br />omg i'm Heather Graham, i just kissed a drunk chick, so while she's passed out i'm REALLY going to pace around my room for HOURS asking myself frantically ""WHAT HAVE I DONE?!"".. Jesus heather, get over it and grow up... and i'd like to forward that same sentiment to the idiot producers... and while i'm at it, instead of this movie being all about an pathetic excuse for a coming out story, perhaps it would have been more suitable to focus the plot onto a character who's mentally unstable... like your so-called ""lesbian"" character... after all, i know the first time i had gay sex, when i left the next morning i jumped to the sky in excitement in the middle of the street... honestly b*tch, get a grip... <br /><br />WHAT A JOKE! and please note there are many many many more flaws and appallingly stupid aspects to this lame flick, but i'm so sick of even thinking about it anymore. bottom line, if you're a smart person you'll hate this movie, and if you're not a smart person, then you'll love it... it's as simple as that.",negative
"I think that this was one of the most trite films ever made. No redeeming features at all. Even my 12-year-old son said it was laughable. May be a good candidate for the next generation of ""Mystery Science Theatre.""",negative
"Like many people here, I started out finding my patience being tried by this film. By the end, I actually shed a few tears.<br /><br />It seems to be in the nature of most old films to drag for 7/8th length and then catch fire right at the end. Older film-goers learned to bide their time patiently through the slow parts, calm in the knowledge that the big payoff is on the way. But that isn't quite accurate. You see, to earlier audiences, what are to us the ""slow parts"" were the main body of the story. They watched and found anecdotal and thematic interest there. Modern audiences, post-Spielberg, are in a constant state of waiting to be hit with a small climax every two minutes when they see older films. It's the inflation problem of modern movies. Well, that isn't going to happen. It is not necessary to apologize for these films; it is simply that you have to adjust your expectations and personal rhythm when you watch them. At this point, the difference between Avatar and The Informer is like the difference between Euripides and a traveling production of Rent. Think about it for a minute or two. Not to strain at the obvious, but Euripides still deserves a hearing.<br /><br />The ""exciting part"", for most modern viewers, begins with the IRA tribunal scene and escalates to the final couple of minutes, which, if you are at all on board or even paying attention by that time, will tear your heart out. It's not some high-tone universal abstract plea for forgiveness; it's a plea from one dimwit, and those who feel sorry for the big lummox, for a little mercy. It's that personal, and that embarrassingly naked an appeal. For after being mad at Gypo, irritated at him, thinking this is the dumbest character of all time, you finally find yourself won over by the scene of Gypo's erstwhile girlfriend pleading to another woman to talk her man into going easy him. <br /><br />The film may be sentimental, but the sentimentality is not cheap as some here have charged. There's a matter of life and death that plays out here, and as long as you take the proposition of one life to a customer seriously, it's sentimentality wrung out of the most serious stuff.<br /><br />8 of 10. And the fault for it not being 10 of 10 is my own and in some measure yours, if you are reading this. We have all asked for more, ever more, faster, ever faster until we cannot put ourselves in 1935 -- just yesterday, really -- as easily as we should be able.",positive
"I don't know who got the idea that orcas go around killing people and bashing and destroying things for revenge but my god is it absurd. Orcas are most definitely not the cold-blooded killer this movie makes them out to be...its silly. Orcas are extremely intelligent, don't get me wrong, but I highly doubt they know and understand a concept such as revenge. So I have to say all I got out of this movie was the entertainment of how preposterous it was. So I was at least somewhat amused by it. Personally, I'd recommend going and seeing Jaws if you're wanting to see an Animal-Killing-Humans type of movie. But if you're like me and want to laugh at something this far from realism then I'd say go ahead. :D",negative
