review,sentiment
"This game has the(dis)honor of being the first game that I have stopped playing right in the middle of and felt like smashing into bits and then burning. Congratulations. FIRST and LAST Tomb Raider I will ever play I assure you.Plot: Just typing that word made me laugh. There isn't one. Neither is there character development. We finally have a girl heroine who can take care of herself,who isn't a *beeping*mary-sue,but unfortunately she dresses like a slut and her breast are huge. They had to attract the sexist boy gamers you see. Anyway all she does is go in tomb after tomb shooting things as she goes along. Why she does this I have no idea. I had subtitles on and the t.v. as loud as I could and I still didn't understand a damn thing. The development(or lack there of) for her, her two friends and the*villains*were laughable. There also will be levels that you have to go through that do-not give you any hint on what you have to do next and you literally will be in most of the boring as hell tombs for HOURS trying to figure out what the hell you are supposed to be doing. There is one course(out of two) in particular with her on a motorbike(Believe me it is not at all fun)that you will be on for ATLEASE an HOUR with NO save point in sight. That means you get hit by the other motorist and guys in vans shooting at you or you hit a tree you start the hour long trek OVER.Boss Stupid F*ck: You know lets makes the levels very long, have basically no save points, have no story, no character development, give no variety in game play, have most of the music on the longest levels ear-bleeding,and give no hints whatsoever to the player so they can stay even longer in a place instead of getting to the nonexistent plot.Stupid F*ck one: Those sound like bang up ideas.Stupid F*ck two: I concur. Who needs character development ,plot, or unboring game-play.Todd: I'm sorry sir,but these ideas seem like they will extremely p*ss the player off.Boss Stupid F*ck: Shut up Todd. You're fired.Game-play: All she does is shoot. Of course she can flip while SHOOTING, jump while SHOOTING, or kick while again SHOOTING.But flipping, jumping, and kicking does not erase the fact that all she is ultimately doing is SHOOTING. BORING!!!!!!!!!!!!!!!!!!!!! Music: The intro music is extremely beautiful. I love listening to it. The in game music goes from tolerable to wanting to cut your ears off.Visuals:Considering this game was made in 2006, I was expecting the visuals to blow me away.Well I was blown,but definitely not in a good way.Bottom-line: This game is a plot-less, no character development mess with a barely dressed unmarysuish(THANKFULLY)young women in the lead that goes through boring tombs for some boring reason(what that might be I couldn't tell you)with unimaginative shooting gameplay. STAY FAR AWAY FROM THIS B.S.!!!!!!!!It's gets two stars for having a women who isn't a damsel in distress(No matter how scantily clad she might be) and the beautiful into music.",negative
"A very good adaptation of the novel by amrita pritam. Urmila and manoj bajpai have given their best.there is a natural flair in the movie and i felt it right through. It looked like bollywood finally gave away it's glamor and had some quality artists performing on screen.Content wise, the movie depicted very much what exactly happened during partition by showing the sufferings of a particular family and also shows that trust in one's life goes beyond religion.The best part was they did not make it a drama with a lot of tear shedding and melodrama.I simply loved it.",positive
"James Bishop (Matt Stasi) goes to a `mental illness facility' for a medical residence assignment with Dr. McCort (Bruce Paynes). There, he realizes that many interns are being killed by `The Ripper', who takes their souls to the devil, in a cult promoted by Dr. McCort. This story is so absurd and imbecile that it is impossible to write a summary. The dialogs are so ridiculous, specially when the character of Helen, the blonde fiancé of James Bishop arrives in the asylum, that it is almost unbelievable that a writer has had the courage to include them in a screenplay. And what about the return of James to the hospital to bring the files of the dead patients? And the cast, composed of ham actors and actresses? Honestly, I do not know what or who is the worst in this film: the screenplay, the director or the cast. The correct answer certainly is all of them. I saw this flick on cable television, and I am astonished how can a producer spend money in such a garbage. This horror movie becomes very funny considering the absurd of the plot. My vote is three.Title (Brazil): `Demônio' (`Devil')",negative
"It was a good story, but not very well told. I liked the themes and the main story line, which wasn't as clear as it could have been. Maybe there was too much going on and a lack of ability to reign it all in. The acting was okay to cheesy, some were stronger than others and even the stronger actors had their moments of lesser quality acting. It took me a couple of months to get through the entire movie because it didn't keep my attention and the flow was just bad. I only just finished watching it and I'm glad I did as the movie finally gets moving and has some continuity toward the end. Again, a good story, but the delivery was sub par. Would recommend it for the story line and maybe a little eye candy, and I do mean, a little.",negative
"Simply but imaginatively filmed studio-set performance short, a perfect match of music and images that defines the very coolness of cool and the hipness of hip. The precise visual and musical arrangements give the lie to its claim to be a record of a jam session: what it is, is a pop video - every bit as stylised and knowing as that implies, and all the better for it. Among the very best music films ever made, and almost certainly the most cinematic. These cats are solid gone, daddy-o ...",positive
"I think that this movie is very fun and horror. I love Elvira and I like this movie. It's very pity that second part of this wonderful movie had no success, because it very funny like a first part. I also regret that besides of this movie I have no seen Cassandra Peterson in other films.I think that she is amazing actress with big...potential. I hope that II'll see her in future in the third part of Elvira's adventures. Cassandra Peterson is one of my favorite comedy actresses. Cassandra, if you read this, know that you are the best and my heart will be with you. You can rely on me. What can I more add? This is cool and classical movie!",positive
"""Bullfighter"" was made in 2000 but it is being released on video 5 years later for some reason. I wonder why? Could it be: The confusing storyline, the incomprehensible dialogue said by Oliver Martinez, and the annoying editing? It's got to be. I think the plot was Mary (Michelle Forbes) and Jacque (Oliver Martinez) go on a mystical road trip. They meet a lot of wacky characters and avoid some evil ones too. The movie looks great and there is a lot of style, but there is no substance. Most movies, when trying to subtle, don't call attention to themselves with unanswered plot developments, and weak special effects.Don't be fooled by the cover: Willem Dafoe is in it for 2 minutes at most.",negative
"Terrible film with Frank Sinatra as Tony Rome. Here, he gets involved with a dead woman below the sea.Rome is soon hired to find out what happened to a woman. Naturally, it's the woman below the sea. Her room mate, Lainie Kazan, soon winds up dead on the floor.An aging Richard Conte plays a police officer and friend of Rome. When a local club owner gets killed, the blame falls on Rome and there becomes an interesting chase scene. That's how bad this picture is if you have to depend on a chase scene to supply the action.Raquel Welch plays the beauty up to her neck in intrigue. Her acting leads a lot to be desired. Martin Gabel is a retired hoodlum whose son is trying to outdo him.By the film's end, you don't know why the girl was murdered. Don't even bother to ask.",negative
"Sublimity is the way we have to reach for The Beauty. And sublimity is the stuff this film is made of. If not his best, it's my most loved of all Bogdanovich movies.This unique masterpiece remind us, as most of the other films from the director, what life is (or should be) about: love, lost (or failure) and hope and faith and charity. As the song from whom the films takes its title (Gershwin's well known composition) the film makes the impossible true, and tries to make us aware that no-one is able to judge anybody; all this with the lightness of a comedy and the timing of a masterful direction (the first ten minutes, with the detectives following the ladies, almost without a line of dialogue, constructed upon the looks and views of the characters --with that ""Bogdanovich touch"" based on the point-of-view-- is a class on Cinema Language, something that P.B. learned well from his admired directors from the Golden Age of the Movies). With a superb cast and a glorious soundtrack (including the best of Sinatra's ""Trilogy""), this movie, full of self-consciousness and compassion, and far away from self-indulgence and emptiness (as some critics wrote), deserves a better place on the History of American Cinema than where it have been placed. It's not ""long on style, short on substance"": it is complex in its simplicity, and beautiful, absolutely beautiful.",positive
"I have lost count of how many reviews I've written on Slaughter High. I've read a lot of bad ones and I will say right now this is a fantastic movie. Simon Scuddamore made his fame in a short time for his well known suicide, and even though this was his only film, he is what made the movie so great. At first I did not know anything about Simon until I read a review about his suicide. Then I found out due to the current webpage at www.IMDb.com he was born in 1957, in Dayton, Ohio. Simon may have played the most pathetic character known to man, but his real life self certainly had their strenghths and weaknesses. He did a good acting job, who can disagree? I always wondered how he felt showing himself naked in a movie. Must have been pretty embarrassing to say the least. I first saw this movie when I was 12 in the sixth grade. I agree with some pointers like the girl would not take a bath after somebody was murdered, and that high schools do NOT have bath tubs! I think Caroline Munro who was 36 at the time was the only other star that had any dignified acting talent, and unfortunately for Simon's death he made no future films. The reason(s) for his suicide are a mystery, and hopefully will be discovered in the near future. Doing the math on his webpage it tells you he was 29 years old when he made Slaughter High. He looked like a teenager. I give this film two thumbs up, the best horror film made. Probably because of their horrible acting the others didn't make fame in the movie business. -Jacob Young",positive
Some bad reviews here for this and I understand why but treat it as a low budget serial killer film and you might get more from it than most.I thought that this worked in a way because afterwards I felt dirty and wanted to take a long shower so that is some degree of success isn't it?I would say there is just the right level of sleaze here to get under your skin although the acting is maybe a bit too uneven. David Hess is only in this brielfy so don not get your hopes up to much if you like Last House.Other than that - worth a look.,positive
"Yes, he is! ...No, not because of Pintilie likes to undress his actors and show publicly their privies. Pintilie IS THE naked ""emperor"" - so to speak...It's big time for someone to state the truth. This impostor is a voyeur, a brat locked in an old man's body. His abundance of nude scenes have no artistic legitimacy whatsoever. It is 100% visual perversion: he gets his kicks by making the actors strip in the buff and look at their willies. And if he does this in front of the audience, he might eve get a hard-on! Did you know that, on the set of ""Niki Ardelean"", he used to embarrass poor Coca Bloss, by telling her: ""Oh, Coca, how I wanna f*** you!""? She is a great lady, very decent and sensitive, and she became unspeakably ashamed - to his petty satisfaction! And, as a worrying alarm signal about the degree of vulgarity and lack of education in Romanian audiences, so many people are still so foolish to declare these visual obscenities ""works of art""! Will anyone have ever the decency to expose the truth of it all?",negative
"The film transported everyone back to October 20, 1944 where we seemed to be part of the great Philippine 'I Shall Return' landing scene It was on that Leyte shore where General MacArthur reaped his fame Above all, Gregory Peck triumphed in his portrayal of the great general It is the stride, the set of the shoulders, the intensity It's what both men have had in common: intensity, total absorption, devotion With MacArthur it was for the military With Peck it was for the challenge of acting An Academy Award winner for ""To Kill a Mockinbird"", an Oscar nominee for ""Keys to the Kingdom"", ""The Yearling"", ""Gentleman's Agreement"", and ""Twelve O'Clock High""he has played everything from an apparently homicidal amnesiac to a crusading journalist; from a troubled gunfighter to an obsessed attorney; from biblical David to Captain Horatio Hornblower He has brought to them all his own unique insight, his character, his sincerity, warmth and love, and especially, his humor There is a scene where 'MacArthur' stands on deck with the 'President of the Philippines.' We can hear the dialogue: ""General, I hope the water isn't too deep,"" says the 'President,' ""because my people will find out I can't swim."" Then come Peck's sonorous voice: ""And my people are going to find that I can't walk on water!"" As ""MacArthur,"" Peck once again justified his reputation as a giant in the film industry Through him we felt MacArthur's emotions: we knew his anger, his happiness and we understood the relationship with his whole family",positive
"With few exceptions, most of George Bernard Shaw's plays have virtually disappeared from the theater these days. Too arch, too talky appears to be the general verdict. This BBC version of one of Shaw's funniest plays doesn't refute that verdict. It is certainly arch and talky, but it is also wonderful. And because of the quality of British theater, it is perfectly cast with actors whom -- with the exception of Helena Bonham Carter -- most of us have probably never heard of. Carter is splendid as the Bulgarian girl who shelters the professional ""chocolate soldier"" (Pip Torrens) and later falls in love with him. One might quarrel with the especially ridiculous interpretation of Sergius (Patrick Ryecart), the Bulgarian cavalry officer who led the charge into the enemy's lines and succeeded only because the enemy had the wrong ammunition for its machine guns. However, the role invites over-acting and Ryecart was obviously told to over-act. The other players are letter perfect. Carter as the self-dramatizing Bulgarian ""aristocrat"" and Torrens as the Swiss soldier-of-fortune are at the play's center, of course, and they are wonderful. Yes, ""Arms and the Man"" comes across as a filmed play. But you're unlikely ever to see a Shaw film that doesn't betray its origin. The plots are generally clever. However, Shaw is all about the dialog. The action is minimal (even in St. Joan) and the sets are immaterial. Enjoy this for what it is.",positive
"Uncompromising look at a suburb in 21st century Vienna mixing the stories of six groups of characters by former documentary maker U.Seidl is a provocative, minimalistic and intense piece of observation cinema.After the world-wide spread of Big Brother reality shows, Hundstage takes modern voyeurism to an unsettling, profound level. Hard to like but unignorable piece of European art-cinema might seem cruel and seedy, yet manages to convey the nihilistic alienated feeling of modern society in a praiseworthy manner.A must for lovers of world cinema.",positive
"The idea is nice. Bringing so many stars in one movie is great. But.... too many stories, too short and lacking really any sense. No connection between the scenes. There were some 3-4 brilliant stories... but these were out of 18. The frame reminded me of ""All the invisible children"" - a movie which I liked a lot. Compared to it, however, ""Paris Je T'Aime"" lacks the intriguing short story, which develops - starts and has its end. And it lacks the topic connecting all those - children. I do not find Paris enough of a topic to connect 18 short sketches together.Perhaps for people who know Paris it is interesting. Otherwise, I wouldn't recommend it...",negative
"I mean of all the obscure, overlooked, low budget horror movies waiting to be re-discovered in a DVD release, why pick THE FOREST? I love ultra low budget direct to home video or other alternative release horror. I love 80s hacker horror. I love backwoods slashers with fools wandering off into the night to be chased, murdered and eaten by psychopaths. I am all for the idea of non-professionals working on a horror movie as a way to maybe break into the industry or just making a movie because they want to make one. I am all for using found public locations, non-actors, no name talent behind the camera and in the studio. NO PROBLEM! The most evocative image from THE FOREST is it's opening shot of a couple walking in the distance across a forest into the woods: We see them as tiny, vulnerable creatures entering a dank gloomy world where humans may not be the top of the food chain or most feared predator. Then the film takes a dive & never recovers -- we briefly meet the backpacking couple just as they realize that they are being stalked. They get separated, both are butchered, and then we meet the movie's protagonists as they drive their car in a traffic jam. They meet up with their respective mates and decide to take a camping trip. Sounds of snoring fill the room as people who came over to watch a movie fiddle with their cell phones text messaging people not there telling them how much the movie sucks.This film is too slow, this movie is too boring, and this movie is too talky. Which wouldn't be such a bad thing if the writers had given the people something to say other than the most stupid, asinine and unnecessary things. You know your horror movie is in trouble when the character with the most interesting lines is the droopy-faced park ranger who warns everyone away from the Cannibal Woods. And speaking of these ""woods"" they look about as far away from civilization as the overgrown vacant lot behind the soccer fields, only with bigger rocks and a stream flowing through it. There are impressive shots of the forest primeval, but no real sense of being out in the middle of it. If any one of the characters just sat down on the trail and waited long enough someone would amble by.What is worse about the film is that it fails to generate any human interest: I don't know who these couples are and don't care what happens to them. The hermit cannibal slasher guy is uninteresting even when pretending to saw freshly cooked meat off the leg of one of his victims to serve grisly bites to her boyfriend, who just happens to seek shelter in his cave. The irony of which is the epitome of ""underwhelming"". Coupled with a deliberately ominous synthesizer music score, cinematography that suspiciously looks like someone strapped a camera on a dog and it follow people's movements, a lack of appreciable gore, nudity, lurid thrills and unwholesome atmosphere and what we have here is a horror movie that isn't even as frightening as a PBS educational TV show about how magnets work.I don't mean to ""dish it out"" to the people behind this film, since they obviously went into the project with next to nothing, did not push themselves to be creative and ended up with just another boring movie about some maggot chasing women through the woods with a knife. There is nothing wrong with that concept, what is wrong is the unimaginative and utterly pedestrian way this was executed, right down to the utterly pointless conclusion when the film simply peters out at about the 80 minute mark. The best thing that you can say about THE FOREST is that it is over relatively quickly and there isn't much to command a repeat screening -- Hence my confusion at why anyone would feel the need for a DVD release. It was fine as a Prism Video rental years oddity, as a DVD it will be $5.99 rack fare inside a month of hitting the shelves. There is little or no urgency to see the film, unless you are considering making your own ultra low budget backwoods hacker set in a public park where nobody can charge you money for filming there. Here is a guide of steps to avoid making.With all that said and done, the film did have one interesting sequence, or rather one sequence that was so pathetic and ineptly thought out that it becomes an enigma in an otherwise cut & dried film: The madman comes home to find his wife in bed with the local contractor. He dispatches his beloved, arms himself with a kitchen knife that looks like it was made just to be used in a horror film and takes off after the interloper. The guy corners and attacks his quarry, who sidesteps & runs away, only to have the psycho materialize in his footsteps with a bigger, badder weapon. The psycho attacks again, and the guy gets away. The psycho materializes AGAIN, and once more the guy gets away. Then AGAIN! Finally on the fifth try the psycho trips the dude so to fall on some sort of a bladed contraption. How did he keep materializing armed with bigger badder weapons like that? Is there some supernatural element to this psycho? Since the film never makes it clear either way the scene is just an enigma, staged to build some tension. It's purpose remains unclear. The whole film is like that really, existing without any need to be made and executed in such a ham-fisted, uninteresting manner that one cannot help but wonder what the point of it was.3/10, and ample evidence that just because you can release a movie on DVD that doesn't mean you necessarily should.",negative
"When I was a kid we always used to be babysat, and we always used to rent a film or see a film at the cinema. This is one of the films we watched. This is one of the stupidest films I've ever seen, I think it might even be a Walt Disney Pictures film! A martian is dropped on earth, turns into a human, befriends a human, and is trying everything he can to get back home. But he is distracted by the wonders of the Earth. The only good comment I can give is the choice of actors, Back to the Future's Christopher Lloyd as the martian, Uncle Martin, Dumb and Dumber's Jeff Daniels as Tim O'Hara, Elizabeth Hurley as Brace Channing and Daryl Hannah as Lizzie. But apart from that it's complete crap. Poor!",negative
"The 1930s saw a vogue for documentary films about remote corners of the world, with an emphasis on wild animals, exotic terrain and primitive people with unusual cultures. Despite the logistics of transporting a film crew to a distant and dangerous place, and then bringing 'em back alive (with the film footage), such films were often much cheaper to make than were conventional Hollywood features ... because there were no expensive sets, costumes, or high-priced movie stars.The most successful makers of such films (artistically and financially) were the team of Martin E. Johnson and his wife Osa, who made several documentaries (sometimes with blatantly staged events) in Africa and Asia. The Johnsons' safari films were extremely popular, inspiring several parodies ... most notably Wheeler & Woolsey's ""So This is Africa"", in which the very sexy Esther Muir plays a character named Mrs. Johnson-Martini (instead of Martin E. Johnson, geddit?). Although several other filmmakers were producing safari documentaries at this time, the Johnsons' films were the most popular in this genre because they relied heavily on humour. Viewed from our own more enlightened (I hope) standpoint, this is a serious flaw in the Johnsons' documentaries: there are too many scenes in which the funny little brown or yellow people are made to look complete idiots who are easily outsmarted by the clever white bwana Johnson and his wife.One definite asset of these movies is the presence of Osa Johnson. Ten years younger than her husband, she manages to seem young enough to be his daughter. While certainly not as attractive as the shapely blond Esther Muir, Osa Johnson was a pert brunette who gave ingratiating performances in front of the camera in all the films she co-produced with her husband.'Congorilla' is probably the best of the Johnsons' films. The shots of the Congo are interesting and have some historical value as evidence of what this environment looked like in 1930. The shots of the Pygmies and other natives are also interesting, although these suffer from the Johnsons' penchant to stage events in a manner that makes the natives look 'wild' and alien.The best (and funniest) scene in 'Congorilla' is an improvised sequence in which Osa Johnson attempts to teach a jazz dance to some Pygmy women. (The dance is the Black Bottom, no less ... the same dance which Bob Hope famously taught to Daisy and Violet Hilton, the conjoined twins.) Wearing jodhpurs, riding boots, and a pith helmet, Osa Johnson starts scat-singing while she does high steps and slaps her knees in her attempt to teach this dance to the African women. Meanwhile, they just stand there staring at her, apparently wondering what this crazy white woman is trying to accomplish. It's a very funny scene, but it has unpleasant undertones. Osa Johnson is doing a dance that was invented by black Americans: the implication seems to be that black Africans should instinctively be able to perform this dance after a brief demonstration (using natural rhythm, I guess) because it's in their blood, or something.I'll rate 'Congorilla' 4 points out of 10. This film says a little bit about African life in the 1930s and rather more about American cultural perceptions in that same decade.",negative
"The Impossible Planet and The Satan Pit together comprise the two best episodes of the 'new' Doctor Who's second season. Having said that, it should be obvious that much of the story basically transposes the plot of Quatermass and the Pit (1967) to an outer space setting, with the history of the universe intertwined with that of the Beast 666. These episodes cement the emotional ties between Rose and the Doctor, whilst also highlighting Rose's increasing self-confidence, establishing her as a not-quite-equal-yet-but-getting-there partner with our beloved Time Lord. Also of note is Matt Jones elegant screenplay, which decreases the occasional over-reliance on one-liners for the Doctor, and the performances of the entire cast, most notably the excellent Shaun Parkes as acting Captain Zachary Cross Flane.",positive
"I gave this film an 10/10 with some reluctance as it's hard to praise something that so haunted and terrified me for years. The sheer menace on the woman in black's face is just pure horror and the accompanying music just worsens the dread. I saw this when it was first on TV when I was 10 and it really did disturb me for years. I'm fascinated by the fact that so many other users have said this too. So many movie reviews go on about how disturbing or terrifying a film might be but you can believe all those who have posted on this board, this really is incredibly powerful stuff. I mean I really like horror films and generally find them quite funny more often than not, but this really is menacing and will probably disturb most people. I haven't seen it since I was 10 and I'm tempted to watch it again but fear I might have some sleepless nights. I can't quite put my finger on what it is exactly, but I think it's something to do with the fact that fear is the Woman's greatest weapon and that we, as viewers, are just as susceptible as we feel the fear so intensely. It's remarkable that other viewers' feelings are so unanimous.I've also seen the stage play, which was an excellent production...but nothing can compare to this.",positive
"This movie is really wack. There is really nothing nice I can say about it, besides the moral truth expressed in the film's climax concerning people in the neighborhood participating in the fight against crime. Besides all that, the film had nothing: no good shots, no good acting, and no good script. I give this film a F and a 2 out 10.",negative
"A great gangster film.Sam Mendes has directed this beautiful movie showing another father-son camaraderie.Brilliant star-cast leading with Tom Hanks(Michael Sullivan) has done a terrific job.Great acting by him again.He is an acting legend.Great acting too from Paul Newman,Jude Law and Daniel Craig.Casting is just too good.The plot is quite good.You will enjoy the movie.A great portrayal of the gangster of the 1930's.Set in the 1930's,this will surely stand out as the zenith of all gangster movies of that era.Soundtrack is pretty good an apt to the movie.A great flick in totality showing what a father does to protect his son.Way underrated for my liking.Deserved a fully deserved 10.",positive
"They should have called this movie: ""Adopted Mouse Brother That is Slightly Inspired by Someone's Vague Recollection of Stuart Little Who Just Kind of Skimmed the Book a Little, But Mostly Just Remembered the Cover"" If it wasn't so misleading I'd give it a better review.But seriously people, do your kids a favor and have them read the book. They might actually learn something instead of having their mind numbed by what we all know as Hollywood film.The book Stuart little isn't about a mouse, it's about a person who happens to be very small and mouse-like. He's born to his parents, not adopted. The book is about his life and his eventual departure from home and the journey he embarks on. There is a cat named Snowball who thinks he's food and wants to eat him, but Snowball can't talk. In the movie they screw all of that up. I think the only things that they kept from the book were the boat race and the names.",negative
"""Heartland"" is a wonderful depiction of what it was really like to live on the frontier. The hard work and individual strength that were needed to survive the hardships of the climate and the lack of medical care are blended with the camaraderie and the interdependence of the settlers. The drama was especially meaningful because the story is based on the diaries of real people whose descendants still live there. It was also nice to see the west inhabited by real people. No one was glamorous or looked as if they had just spent a session with the makeup or costume department. Conchatta Ferrell is just wonderful. She is an example of the strong, persevering people who came to Wyoming in the early 20th century and let no hardship stand in their way of a new life in a new land.",positive
"Oh it's so cool to watch a Silent Classic once in while! Director Vidor is simply delightful and even makes a lengthy (at least for 1928) cameo as himself. The story is about having success in life and the way it changes you. Marion Davies plays a girl that leaves its friends in a little comedy studio to be part of a larger ""drama"" studio. She becomes a big star and the consequences are she really alienates from the real world. For a moment she even denies her (poor) past! The cameos are simply hilarious, certainly the scene where the main character (Marion Davies) sees...Marion Davies in the studios and concludes she doesn't seem that special... It's got to be one of the first movie-in-the-movies here and for real freaks it's awesome to see the cameras and material from way back then. A must-see if you ask me!!",positive
"A very good movie. A classic sci-fi film with humor, action and everything. This movie offers a greater number of aliens. We see the Rebel Alliance leaders and much of the Imperial forces. The Emperor is somewhat an original character. I liked the Ewoks representing somehow the indigenous savages and the Vietnamese. (Excellent references) I loved the duel between Vader and Luke which is the best of the saga. In Return of the Jedi the epilogue of the first trilogy is over and the Empire finally falls. I also appreciated the victory celebration where it fulfills Vader's redemption and returns hi into Anakin Skywalker spirit along with Yoda and Obi-Wan. It gives a sadness and a tear. The greatest scenes in Star Wars are among this movie: When Vader turns on the Emperor. Luke watches and finds comfort in seeing Obi-Wan, Yoda and...his father (1997 version not Hayden Christenssen). The next best scene is when Luke rushes to strike back Darth Vader to protect Leia. There is a deep dark side of this film despite there is a good ending. I felt there was much more than meets the eye. And as always the John William's music will bring the classicism into Star Wars universe.",positive
"This is one of those movies that they did too much promoting for. If you watch T.V., then you might as well not watch the movie. Almost all the funny scenes are spoiled in the previews, except one which just happens to be Jennifer Annisten being the funny one. It is typical Jim Carrey humor and it is really funny. Just don't go see this movie expecting to be surprised. All in all, if you like Jim Carrey or comedies this is a must-see, otherwise just watch the previews and you'll be just as satisfied.",positive
"This movie was one of the funniest movie I've seen in years and the laughs from the audience members support me. Not since My Big Fat Greek Wedding (2002) has the laughter been as spontaneous and intense. Easily has intricate as last year's Mr. and Mrs. Smith (2005) in its use of parody (espionage in Mr. and Mrs. Smith and sex in My Super Ex-Girlfriend). Director's Ivan Reitman balance between comedy and drama, between crazy and downright ludicrous is great. Never does the shock and dramatic serious crack the rule of comedy. At the same time, this predictable romantic comedy never loses its touching emotional elements even if the ending is broadcast in advance. In some ways, it's so evident that it's great to see how it plays out. Just like in real life, sometimes the truth is so evident that one can't really see it. Easily eight out of ten stars ranking up there with Tootsie (1982). Possibly a nine (depends on how it appears on a second viewing).",positive
