review,sentiment
"TACHIGUI: THE AMAZING LIVES OF THE FAST-FOOD GRIFTERS Japanese title: Tachiguishi Retsuden<br /><br />Director: Mamoru Oshii Featuring: Toshio Suzuki, Mako Hyodo, Kenji Kawai, Shinji Higuchi, Katsuya Terada Narrated by Koichi Yamadera ----------------------------------------<br /><br />Way back in 1995, Mamoru Oshii unleashed his dazzling animation feature Ghost In The Shell, which helped consolidate anime's international acceptance - and also burrowed itself into Andy and Larry Wachowski's overall concept for The Matrix.<br /><br />The movie's sequel, Innocence (2004), was the inaugural Japanese animated film to compete for the Palme d'Or at Cannes, and it left heads spinning as much for its style and innovative effects as for its oft unfathomable plot.<br /><br />Always the trendsetter, Oshii has now presented us with Tachigui: The Amazing Lives Of The Fast-Food Grifters  which has absolutely nothing to do with Ghost In The Shell, nor Japanese anime for that matter.<br /><br />Say hello to Oshii's creation ""superlivemation"": not quite animation, nor exactly live-action. Instead the cast endured somewhere in the vicinity of 30,000 snapshots, which were digitally processed and reconstituted in a deceptively simple paper cut-out fashion reminiscent of Balinese puppetry. The movement itself is a stilted, stop-motion style that echoes sequences from Shinya Tsukamoto's experimental Tetsuo: Iron Man (1988).<br /><br />""I couldn't think of any method but this one,"" said Oshii in a recent interview with The Daily Yomiuri. ""I realized that this project was not suitable for traditional animation.""<br /><br />The cast choice is equally enigmatic. Kenji Kawai - who also composed the superlative soundtrack - appears as a ravenous burger fanatic, while renowned Studio Ghibli producer Toshio Suzuki spends his screen time being murdered in bizarre fashion. Others include Katsuya Terada, who dabbled with Oshii on Blood: The Last Vampire, and Shinji Higuchi - a special effects whiz who's worked on Godzilla movies.<br /><br />Koichi Yamadera's narration sounds like the stuff of a dry NHK documentary  which belies the comic undertone here as well as Yamadera's extensive career voicing stoic anime characters like Spike Siegel in Cowboy Bebop.<br /><br />And the plot itself is a bizarre re-imagining of post-WWII Japan in the context of various fast-food off-shoots - from soba ramen shops to gyudon stand-up bars; American dogs in the heat-up trays of convenience stores to McDonalds- inspired burger-chain restaurants. ""Food is a primal root of desire,"" asserted Oshii, by way of explanation. <br /><br />Thrown into the mix is a new breed of consumer: the fast-food grifters of the title, people who don't like to pay for their tucker and are constantly fine-tuning their elaborate scams to score free munchies. <br /><br />Oshii said his ulterior motive was homage to the ""art"" of eating food on the streets  something still considered a bit of a taboo in this country, and which goes some way toward explaining the use of ""tachigui"" in the title.<br /><br />The director of live-action movies (Avalon, Stray Dog) as well as animation, Oshii has often blurred the definition between the two mediums. The celluloid result here is deposited somewhere in the grey area between both formats.<br /><br />At times the visual experiment here is as exhilarating as it can be irritating. Just don't ask what it's all really supposed to mean; Oshii's films, which are equal parts cerebral and innovative, are often not particularly clear story-wise. Where Oshii succeeds is via a liberal dose of black humor  here you'll find Kentucky Fried Rat, death by hula-hoop, the world's fastest samurai burger chef  and in the movie's very nature of surrealism.<br /><br />This is a man who defers to the influence of filmmakers like Godard and Truffaut, and perhaps owes as much to Andrei Tarkovsky as he does David Lynch. So it shouldn't come as any surprise that at one stage a B-52 bomber does a fly- through in a Yoshinoya look-alike franchise. The 54-year-old writer-director seemed to think this natural. ""The Japan I depicted in the movie may not necessarily be faithful to reality,"" he suggested.<br /><br />Of course. --------------<br /><br />By Andrez Bergen",positive
"How can anyone even begin to like this film is really beyond me.<br /><br />The idea? It has none. ""A guy fell apart"". That's the idea. Wow. An environment was slowly killing him... now THAT's original and worth watching.<br /><br />This is the first Fasbinder's film I've seen... I've heard that he's a genius of mise-en-scene, but I've seen student films with more attention, inspiration, idea, and craft than this... this.... this nothing. It has nothing!<br /><br />Each and every shot is too long. There's so much emptiness in them... The acting's horrible. You can see the actors had no preparation at all, no understanding of their roles, not even an attempt at showing emotions... it's so... superficial... The lines are so explicative that you could removed 90% of them and still have the same crappy film. Tempo? Who cares about it. Atmosphere, dynamics, that's for pussies! One shot per scene, 80% of the time people staring unrealistically, having no idea how to represent emotions and importance of the moment besides hollow staring at the camera or one another... EDiting? All rules of editing have been disregarded with no pa pay-off of any kind... Photography? Half of the shots have reflection in them, and crappy lighting with no stylization of any kind. Shadows, play of shadows... who needs that? We need a guy pissing, drinking, hitting his wife like he's... like he's acting. We need a bunch of close ups of a not-so-beautiful woman... we need an amateurish climax of his capture by an unconvincing arabian torturer... This film has so much wrongs that it isn't worth the no-budget it had.<br /><br />Frankly, I haven't seen a film this bad since American Pie 5. Yup. That bad.<br /><br />I've just started watching his ""Veronica Foss"" movie, which seems much better, based on the first 15 minutes (since it does have a hint of directing and artistic idea, unlike this crap), so I won't argue that Fasbinder's clueless.... but this.... this film SUCKS!",negative
"I honestly found Wicked Little Things to be a very cool and fun horror film.My friend had given this to me, and I really saw it as nothing but a crappy low class gory horror film.Then after I watched this I was wrong it was very cool and very good and while Ill say it seemed a bit unnecessary at times, and while it may not be the best horror film ever its still good.I thought the acting was very good especially from the girl who plays the mother(she seemed very believable and to me very likable).And while it is a little cliché'e and over the top its good.Overall I gotta say if the Afterdark Horror Fest films are not your style then you should have no business watching this, but if you like horror films, or a wicked little time than check out Wicked Little Things. 8.0 out of 10 stars",positive
"i didn't even bother finishing the movie because i was so bored i thought i was going to pass out i was watching it in the movie theaters and me and my friends just got tired so we got up and left to another movie if i ever have to sit through 2 min. of that movie again i think I'm going to shoot myself...and i do know the whole entire movie because my friend told me what happened at the end and i wasn't surprised at all i mean who didn't know she was going to do the right thing and let him be happy i mean for real you would have to be a complete idiot not to know that. i know i didn't miss anything and if somebody ask's me to see that movie i would say ""over my dead body"".",negative
"Every time I think about this film I feel physically ill. To read such a great book and later discover there's a film of it was a great feeling. Years later and imagine my joy at switching on the sci-fi channel and finding it starts in just 5mins!!! Up go the titles and then uggg. If just a couple of things had changed OK. Everything is changed. Numerous characters are removed entirely new rubbish ones are added. The main hero is shrunk and de-aged by about 30 years, and hilariously his girlfriend/wife is now his mother! Even the dog is reduced to sub-lassie capabilities. This is truly appalling cinema at its absolute worst. I would quite happily remove my own toenails with pliers rather than sit through another horrific viewing, and I urge anyone thinking of watching this - please don't. If you own a copy burn it now, right now and think how much better your life would have been had this celluloid insult never occurred.",negative
"""Seed"" is torture porn...no doubt about it. But, strangely, Uwe Boll has written, produced, and directed a more polished film than any other he has made in recent memory.<br /><br />Every time I watch a Boll film, I feel that some pages of the script must have gone missing. There are simply huge gaps in the story and dialogue. Of course, nothing makes much sense, either. The films are somewhat surreal in this respect.<br /><br />*****SPOILERS***** <br /><br />Why do the six cops who go to arrest Seed split up and go their separate ways when they get to the darkened residence, unlike real cops who would enter and clear the house in pairs or by threes? Why don't the cops ever use their radios? How can the bodies decay so quickly, a process that would normally take many months? (I KNOW it's time-lapse photography...but Seed would never be able to stay on schedule killing people if he always waited around for the previous victim to decay to the point shown.) How come Seed gets to wear bib-overalls and a mask while he's waiting on death row instead of typical prison uniforms? How can Seed enter a maximum security prison, stroll around the cell block, and then walk out again without being stopped or even noticed? If nearly 80 people (according to some newspaper articles shown in the movie) have been murdered, why is there only one investigator working on the case? Why did the investigator suddenly decide that he should go look for Seed at Seed's house, where he was originally arrested and where he murdered his victims? (Didn't he think of doing this sooner?) Why does the police detective go it solo, without back-up and without even letting dispatch know what he was doing and where he was headed?<br /><br />This is particularly frustrating when Boll obviously goes far out of his way to make sure we understand why the electric chair fails to work properly. He spends several screen minutes in setting this up, when he could have spent them making other aspects of the film at least a bit more logical.<br /><br />*****END SPOILERS***** <br /><br />In short, the film just sort of serves as a framework for a few assorted scenes (perhaps Boll would think of these as his ""visions"") of a brutal death by bludgeoning, gunshots to the head, execution by electrocution, and the skinning of live animals raised for their pelts. (The opening scenes of animals being skinned were indeed unnecessary and disturbing, but I understand their purpose in the context of the film.) The centerpiece is undoubtedly the bludgeoning death of a middle-aged woman by Seed using a hatchet. It's obvious that much time was spent on this and it vaguely reminds me of the classic scene in ""Reservoir Dogs"", though without the Steely Dan soundtrack.<br /><br />Is this a good movie? No. Is it worth seeing? Only if you are a dedicated fan of the torture porn genre or if you are absolutely determined to see a sample of torture porn. As I said at the start of this review, even though this movie is pretty disgusting and can be sickening at points, it is truly much more competent than most of Boll's movies. Perhaps he will continue to improve as a filmmaker. I can only hope that he progresses beyond torture porn and continues more in the vein of ""Postal"".",negative
"The unpleasant ""home invasion"" genre can be traced back to Wes Craven's early sleazefest ""Last House On The Left"", with such nasty off-shoots as ""I Spit On Your Grave"", ""Wrong Way"" and ""The Visitors"" soon following in the footsteps of that film. Here, in this early '80s Italian offering the same plot is regurgitated once more, with the twist being that this one is set on a continental train. ""La Ragazza Del Vagone Letto""  known in English-speaking countries as ""Terror Express""  starts out surprisingly well but about twenty minutes in it takes a turn for the worse, as the sex scenes start to gain precedence over the more serious action and suspense.<br /><br />David, Phil and Ernie, three rich youths who wallow in terrorising and humiliating others, board a trans-continental express in Italy. The train is full of other passengers, among them prostitute Juliette (Silvia Dionisio) who rides the train frequently and has struck up a deal with one of the porters to act as a kind of pimp, persuading the male passengers to part with their cash for a night of passion in her sleeping compartment. The three cretins quickly set about upsetting the passengers with their aggressive, drunken behaviour, but matters get more serious when they seize control of an entire car on the express and barricade themselves in from the rest of the train. Pretty soon, they are revelling in their temporary control. a young wife (Zora Kerova) is raped by two of the youths in a cramped compartment; Juliette herself is subjected to a prolonged sexual assault; and later the odious trio force the male passengers to role a dice in order to decide which one will rape a 16 year old virgin travelling with her parents (a concept made doubly tasteless by the fact that her father is one of the men forced to play the game). The only passenger who seems prepared to fight back is a convict who is being escorted to Germany, but what hope does one man have against three armed thugs? <br /><br />La Ragazza Del Vagone Letto gets off to a decent start. Various intriguing characters are introduced, and the three hoodlums are shown to have a genuinely unsettling influence over the travellers. Though the story is clearly the stuff of exploitation, the opening scenes are built up carefully and the film seems to be rising above the usual gutter-level of its genre. Things fall apart during a horrid scene in which Kerova is sex-sandwiched in a toilet compartment by two of the thugs. The scene is gloatingly filmed, and the effect does not seem to be to generate sympathy for the victim or hatred towards the perpetrators instead, we are being asked to feel turned on. This is sensationalism at its worst. Further humiliating rapes follow, but the rape sequences involve too much lingering camera work over acts of oral sex and the female genitalia. One sequence featuring the 16 year old girl teeters on the brink of hard core and feels particularly ""wrong"". By the end of La Ragazza Del Vagone Letto it is easy to forget that it was intended as a thriller, for the final hour of the film is dedicated to pornography rather than suspense. Lovers of sleaze will revel in it; others might want to look elsewhere.",negative
"As a kid I grew up with the chintzy 60's TV series (and no I'm not that old POW!). However when director Tim Burton brought his novel vision to the silver screen, I simply took an immediate shine to it and never backed away from favoring his installments over the much hyped-latest additions ('Batman Begins' and 'The Dark Knight'), which I don't really care for. Even if they're going for a much more grounded approach and wanting to explore Bruce Wayne/Batman psyche further but in honesty I don't think there's all that much to tap in to. I wanted crazy fun with a dark streak and in my eyes that's what Burton brought across, and this is the reason why I can watch them over and over again. <br /><br />After wowing audiences with the 1989 'Batman', thanks to the gaudily Gothic art direction and Jack Nicholson take no-prisoners performance of the camped-up, but psychotic Joker. Burton would return 3 years later for the follow up and my favorite of the batman films so far; 'Batman Returns'. Camp, but well-done. In what would fair up to being even more expansive, louder, dreary, and nihilistic and having two villainous foes for the price of one. Enter the grotesque Penguin (with Danny DeVito magnificently going out on a limb) and the ravishing Catwoman (a steamy Michelle Pfeiffer who fills out the suit nicely) coming to spoil Gotham's party. Again Batman (an aptly brooding Michael Keaton is equally commendable and looks quite imposing in that bat suit look at the eyes) plays second fiddle to the bad guys, but I always preferred this sober interpretation of Batman that gave him an ominously gloomy mystique, but also a wearing psychological complexity that never felt the need to force feed. And his turn of Bruce Wayne was well served too. Burton's illustratively atmospheric direction opens with his sleek Gothic style engraving an carnival comic book world filtered in with a splendid range of characters and vivid costumes. The moody narrative (in what probably is a tad too long) is more so symbolic in its progression, rather show-piecing its spontaneously arresting and extravagant set-pieces and sharply etched art direction covered with shadowy tinges and grey/blue neon lighting of a wintry backdrop. The magnetically free-flowing camera-work takes flight and Danny Elfman's stately spacious score balances the playfulness along with gloomy touches with a very hypnotic pull. The rest of the performances might be overshadowed, but Christopher Walken digs in his teeth into a smarmily glassy role of a two-faced businessman Max Shreck. Pat Hingle is back, but gets very little to do as Commissioner James Gordon and Michael Gough is delightful as Alfred. In solid support are Michael Murphy, Andrew Bryniarski, Vincent Schiavelli, Doug Jones and Peter Rubens also makes a cameo appearance.",positive
"I found Super Troopers only mildly amusing at best (seemed like a glorified Police Academy ripoff to me), and I rented this movie in hopes of it being better. It wasn't.<br /><br />The writing is absolutely horrible and the pacing of this film is even worse. It doesn't feel like a whole lot happens in this film, or that it really gives us a reason to give a damn about any of the characters.<br /><br />The actor who plays Felix is totally uninspired, though possibly due in part to the dialogue he had to work with. In short, this movie just went wrong in so many places.<br /><br />I get the impression that since films like Clerks, independent filmmakers seem to think that they can make movies like this with long, rambling scenes of dialogue where characters are trying to be funny. But, where dialogue in Clerks pushes the story forward, in this movie, it hopelessly weighs it down. Films are supposed to have a decent balance of action and dialogue, and as tempting as it is for filmmakers to try to have tons of snappy, funny dialogue, it just doesn't always work. Especially if they're not that good at writing dialogue. I hate to say it, but even ""Extreme Heist"" was more interesting than this movie- and that movie was so low-budget it was shot on video.",negative
"Remarkable, disturbing film about the true-life, senseless, brutal murder of a small-town family, along with the aftermath, and examination of the lives of the killers, Dick Hickok and Perry Smith.<br /><br />No matter how much time goes by, or how dated this film may look, it still resonates the utter incomprehensibility of criminal acts such as this.<br /><br />This really traces multiple tragedies: The tragedy, brutality and senselessness of the murder of the Clutter family, a decent farm family in small-town Holcomb, Kansas; and the wasted, brutal and sad lives of Hickok and Smith.<br /><br />An interesting point is made in the film: that neither of these two immature, scared, petty criminals would have ever contemplated going through with something like this alone. But, together, they created a dangerous, murderous collective personality; one that fed the needs and pathology of each of them. They push each other along a road of ""proving"" something to each other. That they were man enough to do it, to carry it out; neither wants to be seen as too cowardly to complete their big ""score""; an unfortunate and dangerous residue of the desolate lives they led. These were two grown-up children, who live in a criminal's world of not backing down from dares; who constantly need to prove manhood and toughness. in this instance, these needs carried right through to the murder of the Clutters.<br /><br />The film contains a somewhat sentimentalized look at the Clutter family, but the point is made. These were respected, law-abiding, small-town people, who didn't deserve this terrifying fate. The movie also gives us a sense of the young lives of Hickok and Smith. Perry Smith, whose early life was filled with security and love, but watched in horror as alcohol took his family down a tragic path. Hickok, poor and left pretty much to his own devices, not able to see how he fit in, using his intelligence and charm to con everyone he came into contact with.<br /><br />An interesting, and maybe the first, look at capital punishment, and what ends we hope to achieve. Is this nothing more than revenge killing for a murder that rocked a nation at a time when we had not yet had to fully face that there might be such predators among us, or does putting these guys at the end of a rope truly provide a deterent to the childish and brutal posturing of men like these? Is it possible to deter men who live lives of deceit, operating under the radar, believing they fool everyone they come into contact with? To be deterred, you must believe it's possible you will be caught. Is it possible to deter these men who believe they are too clever to be caught?; who have committed hundreds of petty crimes, and got away with them? This was supposed to be a ""cinch"", ""no witnesses"".<br /><br />When caught, Hickok finds he can't charm and con the agents the way he had department store clerks. Smith, who believes he deserves such a fate anyway, who seemed to be the only one who truly grasped the gravity of what they had done, willingly tells the story when he learns that Hickok has cowardly caved in. Hickok blinked first. A silly game of chicken between two immature, emotionally damaged, dangerous men.<br /><br />Fascinating psychological thriller, telling a story of a horrendous crime in this nation's history. Stunning portrayals by Robert Blake and Scott Wilson. These roles made their careers.",positive
"This movie is great. 80's sleazy slasher movie about three kids born during an eclipse, so they kill everyone they see. The reason they kill makes practically no sense, but it just adds to the charm of this movie. And dang, these kids are crazy, especially Curtis. If you've seen the movie, you know who I am talking about. That kid's vicous! Although the movie doesn't have much gore, it is entertaining, and for some reason you kind of care about the characters. It also has some nice nudity. Has some decent acting as well, really a decent 80's slasher movie, it's worth a look if you ever get the chance to see it. You'll have nightmares about those darn kids though, I guarantee you!",positive
"I ended up watching The Tenants with my close friends who rented the movie solely based on Snoop Dogg's appearance (a passionate fetish of theirs) on the cover. Understandably, I did not expect much. I thought the movie would include the typical array of Snoop Dogg related behavior and imagery often seen in cliché rap videos. However, my generalization was for the most part wrong. Unfortunately, this didn't make the movie any better.<br /><br />Most would describe the movie as a dark serious drama, whereas I would describe it as a dark seriously drawn out boring drama flick. The film tells a story of two struggling writers (Dylan McDermott and Snoop Dogg) who are trying to create their own separate masterpieces. Their polar opposite lifestyles end up forming an unlikely but highly complex and neurotic friendship. This friendship moves throughout the entire movie like a wild roller-coaster - most of which is contributed by Snoop's character - reminiscent of someone with a severe case of split personality disorder. And although the movie is a drama, the acting - which has a morbid and serious tone - from Snoop and company was more comical than anything else.<br /><br />I wouldn't recommend this movie for those who are attention impaired because this one has a lot of dialogue and a lot more dialogue after that. There are some mediocre conflicts, but even they are mostly bogged down with more dialogue. The end, however, jumped at me with a sudden surprise. It was a little bit twisted, somewhat unexpected and a perfect way to wrap up a movie that needed to end. While watching the ending credits I couldn't help but picture the director thinking, ""Oh God, how the hell do I end this snoozer."" By the way, the director laid out carefully planted hints and subtleties leading to the climax - all of which are more visible than Waldo in a crowded street of midgets wearing nothing but black sweaters.",negative
"At first, I thought the Ring would be a more than normal movie with it's ordinary plot. How surprised was I! Of course, the plot is simple - one girl is in love with two men - but Hitchcock brings it to us on a silver platter, with laughter and fear, with compassion and anguish. The way he depicts the popular crowds of the fair, the strength of the attraction of the girl to both men, the tragic elements that come together with techniques that open the mind to most of his greatest movies(North by Northwest, the Rope, etc.). The master did it great even before his thirties!",positive
"Harsh, yes, but I call 'em like I see 'em.<br /><br />I saw this in the late 80's, and it was truly one of the most awful, boring films I've ever forced myself to watch.<br /><br />Yes, the cinematography is lovely. The Czech settings are truly stunning. The political backdrop is enticing, but unlike similar ""historically set"" stories (e.g. _Dr. Zhivago_ (qv)), this one failed to make the politics relevant to the story, or even interesting.<br /><br />Sure, Olin and Binoche are beautiful. But this film manages to make even ""erotic"" scenes plodding and slow. I'm all for romance, but this movie was so boring, I started hoping the Russians would shoot them all and put an end to my misery.<br /><br />I'm sure if I'd read the book, the story would have made a bit more sense. However, life's too short to expend any more time on this one.",negative
"I went into this film expecting a slasher, and while Mute Witness does take influence from said style of film-making, this is much more than just your average slash flick. There are a number of thrillers that focus on a certain disability - blindness is more common (Blind Terror, Wait Until Dark, Cat o'Nine Tails to name a handful), but the implications of having a mute lead in a thriller such as this are well portrayed, and actually integral to the plot as the fact that the lead character can't speak is often the reason why she finds herself in dangerous situations that would be easy for anyone else to get out of. Our mute witness is Billy Hughes, a make-up artist working on a horror film production at a studio in Moscow. She finds herself locked in after hours one night, and after attempting to phone her sister for help, she stumbles upon what at first appears to be the making of an illicit sex flick, but soon turns out to be a snuff movie! She tries to convince the authorities of what she's seen, but finds that no one believes her story...<br /><br />Recently Hostel made the headlines for showing snuff movie making in a foreign country, but this film did it first and actually does a better job. It's maybe not quite as nasty as Eli Roth's opus, but the gore is more effective, and since director Anthony Waller (who went on to direct one of my favourite modern thrillers with 'The Guilty') implements a good sense of humour into the proceedings, Mute Witness is both sufficiently gory and fun to watch. The director certainly has a talent for crafting suspenseful thrill rides, as this one never stands still. The plot is put into action quickly, and Waller constantly introduces plot twists which give a big helping hand to the overall entertainment value of the film. The acting isn't bad for a B-movie, with young performers Marina Zudina, Fay Ripley and Evan Richards delivering good performances. The atmosphere is gritty, and the Russian locations are suitably unfriendly, which helps the film to retain a foreboding atmosphere. Overall, Mute Witness is a much better film than you might expect it to be. The plot flows well, and the atmosphere and tension are spot on.",positive
"Like a terrible cancer raining out of the sky, I wandered into this crock on some movie channel the other night. Being a fan of bad movies, and actively engaging in the purchasing and viewing of said bad film, i was intrigued by the idea of a genuinely terrible looking action movie coming from modern times. After that wore off though, I found my hands inexplicably turning against me, grabbing at anything in range and stabbing about my head and neck. Something sinister was in that tape...err...where was I...anyway this ranks among the more embarrassingly bad pieces of film I've run across. William Forsythe can't play more than one character, and that character is always a walking joke. Even when set into a comic background and given things to do and say that are supposed to be funny (ala Deuce Bigalo) he's laughable in the wrong way. Erika Eleniak is much the same, having starred in her fair share of terrible movies and done terrible jobs in all of them, she doesn't fail to help scum up this one. Classic b-movie villain guy Andrew Divoff does a respectable job but barely even has any scenery to chew on. Even reliable standby for b-movie action Daniel Bernhardt fails to deliver anything bordering on entertainment. As for the film's own merits, the plot is lame, the script, just like the action and the plot movement, is both dull and...well, stupid, for lack of a better adjective(lord knows they didn't put any effort into it, why should I?).<br /><br />Anyone who has seen enough movies has seen some bad ones, and anyone who has seen enough bad ones can learn to appreciate them, but there is simply nothing here to be enjoyed unless you are among the most bad movie tolerant and simply feel so inclined as to test your mettle. Before you do though, take it from me, this one isn't even terrible enough to be enjoyed (unlike say...some of the more ludicrous Italian zombie films). A fan of b-movie action would be much better off checking out most any of Bernhardt's other films, or pretty much anything else that has ever been put to film for that matter. America simply is not the place to go to for action it seems, especially not now. If you have a craving, check out anything from over the seas, films like Heroic Duo or the slightly less normal Hakaider(along with anything else in the awesome Keita Amemiya's cannon) will provide a lot more fun and way better action than your apt to find elsewhere, especially here.",negative
"A traveling couple (Horton and Hamilton)stumble onto the town of Gatlin, where kids have slaughtered the adults and are always eager to slaughter more, along the way they're separated and Peter Horton of course must save his wife from these tiresome, er terrible tykes in this very bad adaption of one of King's best short stories. In the original story King managed to create tension and draw personality of his characters, however all of that has been zapped from the production and all that is left is a repetitive bore which is far too predictable to be all that suspenseful. Also the effective ending used in the story is in favor dumped for a happy ending which makes the overall impact mute. There is some atmosphere and stylish directing but no plot to back any of it up. The kids are woefully unconvincing also.<br /><br />1/5 Matt Bronson",negative
"I didn't know it was possible to release a movie this bad. The labeling sounded so promising, but you would think that with a cast of 20, at least one of them would be able to act. My wife left me and went to bed after the first 20 minutes. She made a wise decision.",negative
"I finally watched these episodes in 2008 and I had to continually go back and verify when they were actually produced. They are absolutely scary in that they made spot on fun of what would be the future. Either Parker and Stone lived in Texas and witnessed the idiocy of Gov Bush or they are those weird, eerie people that pay attention to things. Boo, scary! Bush's frat bros invading the White House dressed as Arabs wielding rifles? Bush 'accidentally' executing someone? (No, wait. He did sort of do that as gov.) This may have seemed a failure as a sitcom at the time, but must now be considered as brilliant, if spooky, prescience.",positive
"<br /><br />I understand that people have different expectations of low-budget, arthouse movies. I also know that John Sayles has a sort of glow about him, that earthy, intellectual anti-hollywood vibe, a la Tim Robbins, the Coen brothers and Atom Egoyan, that makes him a darling with the critics from the get-go.<br /><br />But this is not a good movie. I'm sorry, it just isn't.<br /><br />It meanders. It has too many characters. Its tone is uneven, its point of view is muddled, the acting is all over the board, from naturalistic to over the top. It lingers for long moments with minor characters we don't care about and cuts away from tense scenes just when things are getting good.<br /><br />It misses the mark.<br /><br />The worst flaw in the movie is that the two closest things to a protagonist, Edie Falco's Marly and Angela Bassett's Desiree, are straight-jacketed in characters that have no drive. Marly is an apathetic drunk, steeped in her life's own inertia. Desiree is a woman trapped in her own repressed pain. When your two main characters' world-views can be summed up with the phrases ""I don't care"" and ""I want to leave here,"" why should the audience give a rat's patootie?<br /><br />I'll be plain: Sayles writes funny dialogue. He's very adept at crafting a scene. The problem is, these scenes don't go anywhere. There's no spine to the movie. No drive. The movie doesn't create rooting interest in any of the characters. In my opinion, he's also too preachy about big bad corporate America gobbling up the little guy. <br /><br />If you want to see a quality ""small"" movie, see David Lynch's ""Straight Story."" Pass this one up.",negative
"Straight from the brilliant mind of animation pioneer Wladyslaw Starewicz, ""Fétiche"", or ""The Mascot"" as it is known nowadays, stands as a masterpiece of stop-motion animation that sadly, has been almost forgotten by now. Nevertheless, the work of this man deserves to be seen, and in fact, must be seen to be believed because the outstanding way the animation flows is simply unbelievable.<br /><br />Decades before ""Toy Story"", Starewicz conceived the idea of moving toys, in ""Fétiche"", he tells the story of a small stuffed dog that gets makes friends with the sick daughter of his maker. One day, his maker takes him away to sell him, and the adventure begins as he tries to find his way back home. In his Odyssey, he'll travel from Paris to Hell, and will find the other toys that were supposed to be sold with him.<br /><br />It is a surreal experience to watch this movie, as Starewicz makes every imaginable creature come alive with grace and beauty. The other toys include a beautiful ballerina, who loves a thief, but she also is secretly loved by a clown, forming a love triangle; an old woman, a stuffed cat and a stuffed ape complete the group. every toy is so detailed and very expressive that without words one can understand their motives.<br /><br />Truly, the surreal atmosphere the whole animation has it is remarkable. It is hard to believe that a work of this magnitude was done in 1934 since it looks even better than most of the current day animation. The influence it has in modern day animator such as Tim Burton and Henry Selick is very significant.<br /><br />This short is a masterpiece of animation and the outstanding work of one genius who done everything by himself and that has influenced animators for decades. Starewicz's work is an immortal piece of art that should be seen by everyone. This work is not only for kids, adults as well will enjoy it and probably catch most of the subtext hidden in the movie.<br /><br />It is possible to find it in the ""Vampyr"" DVD as a bonus feature. Anyone with the slightest interest in animation should give it a look.",positive
"The story is about Ankush (Abhay Deol) - who is professional marriage witness, in short he acts as a witness for couples in marriage registration office - and Megha (Soha Ali Khan) who ran away from her home at Nainital to get married to her love interest Dhiraj (Shayan Munshi). The story starts with Megha waiting at the marriage registration office for Dhiraj to show up but for some reason he does not show up. So Ankush comes in the picture here, who had approached Megha with the intention of earning Rs. 200 for his Witness job and he ends up helping her by providing shelter to her. Ankush grows on his side by working in a bank as an Agent&#8230; Ankush falls in love with Megha and she too falls in love with him (or kind of love), both agree for the marriage and Dhiraj comes back in the picture. Unexpected circumstances happen, actually I should say, expected circumstances with unexpected reactions and then&#8230;.<br /><br />Actually the movie story is bit different than the movies we see and I do not think so it will be accepted by the masses but if you are a movie freak like me and love to watch something different, then you will definitely like the movie. The movie is just an innocent love story drafted very well by the characters of Abhay Deol and Soha Ali Khan. The characters are so natural that you feel as if things are happening to the guy next door. The background music of the film also plays a very good role, it is just too good. The way Delhi is shown is very good and gives a fresh feeling.<br /><br />so let's cut it out and sum it up.<br /><br />Story: A very common story carried very well and transformed to a wonderful experience.<br /><br />Music: Well, as it was Himesh Reshammiya creation, so I did not expect much but still I liked couple of songs of the movie including the Qawwali.<br /><br />Acting: Abhay Deol was the most impressive, very natural and innocent acting but he should stay away from singing in the songs. Soha Ali Khan, she is a doll, a very cute doll I must say. Again very innocent and natural acting and these both actors perfectly fit into their characters. Apart from these two, Shayan Munshi needs some acting lessons and may be few layers of fat to cover the bones. Other actors did their job well.<br /><br />Stars: I would also give it 3.5 stars out of 5. You will enjoy the movie if watched in the theatre, I would recommend watching it in theatre if you are a movie freak and accept uncommon stories. Otherwise wait for the DVD to arrive. The movie will definitely won't be liked by the masses and the business it can do is from word of mouth publicity.",positive
Without a shadow of a doubt this is and probably will always be the worst film i have ever had the missfortune to see my whole life. Take 5 wooden actors who got thrown out of acting school because they were so wooden someone sat on them thinking they were a bench.<br /><br />Then add a cheap camcorder. You know the old VHS types that cost £20 on ebay. Add a terrible story line with no effects and yes you have this film. What a shocker it was. They couldn't even save it by having a fit girl in it. She was fat and ugly and was the worst of all. I actually watched it all as i could not believe this crap ever got funded.<br /><br />MISS AT ALL COSTS,negative
"This movie starts out with a certain amount of promise; but, in my view, begins to lose it when the protagonist kidnaps the good Samaritan who comes to his aid when his car breaks down. That this well-meaning stranger begins to fix his car while he is away making a phone call is implausible enough, but that she is one of the few people in the country who can help him put his family's life back on track is the type of coincidence beginning writers are warned against using in their stories.<br /><br />I found this movie average at best. Art direction could have been much better, as could have been cinematography. The acting was good, and so was Eva van der Gucht's singing.",negative
"I have to say this is an awful movie, for the mere fact that when you see this movie on the guide, it is listed as a documentary. As I watched it, I started laughing, thinking to myself, does this guy actually expect me to believe this is real? So I had to look it up, and now see that it is a movie, but now since it isn't a documentary, it is now a movie with bad acting. SO, either way, it is pretty bad. I actually didn't make it to the end. I had to shut it off. I am a NYC Police Officer, and felt that someone was trying to mislead people into thinking this is a documentary, with the intentions of making money off of a terrible day for me and my coworkers. So, I took it a little personal. Maybe I was blinded by that, and it isn't as bad as I personally think it is. Everyone has their own opinion.",negative
